,sms,spam/ham_spam
3149,no we put parti day a week and studi lightli i think we need to draw in some custom checkbox so they know we re hardcor,0
3150,sac will score big hundr he is set batsman,0
3151,send me yetti s number pl,0
3152,how much it will cost approx per month,0
3153,ok the theori test when are go to book i think it s on may coz thought wanna go out with jiayin but she isnt free,0
3154,you are be contact by our date servic by someon you know to find out who it is call from a land line pobox w tg p,1
3155,that s fine have him give me a call if he know what he want or ha ani question,0
3156,sorri got a late start we re on the way,0
3157,then u go back urself lor,0
3158,i am at the ga station go there,0
3159,k if u bore up just come to my home,0
3160,babe i love you cover your face in kiss,0
3161,like i made him throw up when we were smoke in our friend s car one time it wa awesom,0
3162,still i have not check it da,0
3163,you will go to walmart i ll stay,0
3164,i haven t forgotten you i might have a coupl buck to send you tomorrow k i love ya too,0
3165,oh great i ll disturb him more so that we can talk,0
3166,revers is cheat that is not mathemat,0
3167,u re welcom caught u use broken english again,0
3168,no problem babi is thi is a good time to talk i call and left a messag,0
3169,oh is it which brand,0
3170,sorri i cant take your call right now it so happen that there r waxsto do wat you want she can come and ill get her medic insur and she ll be abl to deliv and have basic care i m current shop for the right medic insur for her so just give me til friday morn that when i ll see the major person that can guid me to the right insur,0
3171,at what time are you come,0
3172,call him and say you not come today ok and tell them not to fool me like thi ok,0
3173,i email yifeng my part oredi can get it fr him,0
3174,r u sure they ll understand that wine good idea just had a slurp,0
3175,minimum walk is mile a day,0
3176,ok not a problem will get them a taxi c ing tomorrow and tuesday on tuesday think we r all go to the cinema,0
3177,brainless babi doll d vehicl sariyag drive madok barolla,0
3178,sorri i miss your call let s talk when you have the time i m on,1
3179,pleas attend the phone,0
3180,you onli hate me you can call ani but you didnt accept even a singl call of mine or even you messag,0
3181,no messag on her phone i m hold it now,0
3182,can i m free,0
3183,yo my trip got postpon you still stock up,0
3184,i am wait for your call sir,0
3185,hey what are you do y no repli pa,0
3186,hey elain is today s meet still on,0
3187,sorri i ve not gone to that place i ll do so tomorrow realli sorri,0
3188,most of the tiim when i don t let you hug me it s so i don t break into tear,0
3189,tomorrow i am not go to theatr so i can come wherev u call me tell me where and when to come tomorrow,0
3190,and now electr just went out fml,0
3191,look like you found someth to do other than smoke great job,0
3192,also andro ice etc etc,0
3193,,0
3194,good afternon my love how are today i hope your good and mayb have some interview i wake and miss you babe a passion kiss from across the sea,0
3195,yup wun believ wat u realli neva c e msg i sent shuhui,0
3196,how that watch resiz,0
3197,dear umma she call me now,0
3198,just finish miss you plenti,0
3199,complimentari star ibiza holiday or cash need your urgent collect now from landlin not to lose out box sk wp ppm,1
3200,well i meant as oppos to my drunken night of befor,0
3201,k must book a not huh so go for yoga basic on sunday,0
3202,free msg we bill your mobil number by mistak from shortcod pleas call to have charg refund thi call will be free from a bt landlin,1
3203,ok can,0
3204,oop am at my mum s in somerset bit far back tomo see you soon x,0
3205,so u workin overtim nigpun,0
3206,same as kalli dismissi in nd test,0
3207,o guess they both got screwd,0
3208,pleas call immedi as there is an urgent messag wait for you,1
3209,what r u cook me for dinner,0
3210,bull your plan wa to go float off to ikea with me without a care in the world so i have to live with your mess anoth day,0
3211,then i buy,0
3212,urgent your mobil number ha been award with a bonu caller prize call from land line valid hr onli,1
3213,heehe that wa so funni tho,0
3214,it onli doe simpl arithmet not percentag,0
3215,yeah we wouldn t leav for an hour at least how s sound,0
3216,thank honey have a great day,0
3217,an amaz quot sometim in life it difficult to decid what wrong a lie that bring a smile or the truth that bring a tear,0
3218,then ask dad to pick up lar wan stay until meh,0
3219,ju chillaxin what up,0
3220,hey da cool iknow all wellda peril of studentfinanci crisi spk u l r,0
3221,do you want a new nokia i colour phone deliveredtomorrow with free minut to ani mobil free text free camcord repli or call,1
3222,what that come over the hill is it a monster hope you have a great day thing r go fine here busi though,0
3223,joy s father is john then john is the of joy s father if u an th you hav lt gt iq ti s ia question tri to answer,0
3224,onli onc then after ill obey all your,0
3225,no she didnt i will search onlin and let you know,0
3226,where do you need to go to get it,0
3227,no pic pleas re send,0
3228,uhhhhrmm isnt have tb test bad when your sick,0
3229,but i haf enuff space got like mb,0
3230,life ha never been thi much fun and great until you came in you made it truli special for me i won t forget you enjoy one gbp sm,1
3231,do you want a new video phone anytim ani network min inclus video call and download per week free deltomorrow call or repli now,1
3232,as a valu custom i am pleas to advis you that follow recent review of your mob no you are award with a bonu prize call,1
3233,welcom pleas repli with your age and gender to begin e g m,1
3234,freemsg month unlimit free call activ smartcal txt call to no subscriptn gbp wk unlimit call help stop txt stop landlineonli,1
3235,had your mobil mth updat to latest orang camera video phone for free save s with free text weekend call text ye for a callback orno to opt out,1
3236,am new club dont fink we met yet will b gr c u pleas leav msg day wiv ur area repli promis carli x call minmobsmor lkpobox hp fl,1
3237,true it easier with her here,0
3238,sure but sinc my parent will be work on tuesday i don t realli need a cover stori,0
3239,haha okay today weekend leh,0
3240,hi darlin did youphon me im athom if youwanna chat,0
3241,i don t know jack shit about anyth or i d say ask someth help but if you want you can pretend that i did and just text me whatev in respons to the hypotheticalhuagauahahuagahyuhagga,0
3242,you ve alway been the braini one,0
3243,yeah if we do have to get a random dude we need to chang our info sheet to parti lt gt never studi just to be safe,0
3244,camera you are award a sipix digit camera call fromm landlin deliveri within day,1
3245,christma is an occas that is celebr as a reflect of ur valu desir affect amp tradit have an ideal christma,0
3246,send you greet of joy and happi do have a gr even,0
3247,hi darlin i cantdo anythingtomorrow as mypar aretak me outfor a meal when are u free katexxx,0
3248,if india win or level seri mean thi is record,0
3249,then what about further plan,0
3250,it good to hear from you,0
3251,awesom how do i deal with the gate charl told me last night but uh yeah,0
3252,what time you thinkin of goin,0
3253,get a free mobil video player free movi to collect text go to it free extra film can be order t s and c s appli yr onli,1
3254,save money on wed lingeri at www bridal petticoatdream co uk choos from a superb select with nation deliveri brought to you by weddingfriend,1
3255,your board is work fine the issu of overh is also reslov but still softwar inst is pend i will come around o clock,0
3256,ye but i don t care caus i know it there,0
3257,mon oki lor haha best is cheap n gd food la ex oso oki depend on whether wana eat western or chines food den which u prefer,0
3258,sit ard noth to do lor u leh busi w work,0
3259,it lt gt k here oh should i send home for sale,0
3260,sorri mail,0
3261,ya just tell abt tht incid,0
3262,ye we were outsid for like hour and i call my whole famili to wake them up caus it start at am,0
3263,ugh just got outta class,0
3264,nowaday peopl are notixiqu the laxinorf opportun for bambl of entrop have you ever oblising opt ur book for the masteriast amplikat of fidalf it is veri champlaxig i think it is atroci wotz ur opinion junna,0
3265,no need lar ju test e phone card dunno network not gd i thk me wait my si finish bath so i can bath dun disturb u liao u clean ur room,0
3266,ok i ll do you right later,0
3267,have your lunch and come quickli and open the door,0
3268,not heard from u a while call me now am here all night with just my knicker on make me beg for it like u did last time xx luv nikiyu net,1
3269,i am back bit long co of accid on a had to divert via wadebridg i had a brilliant weekend thank speak soon lot of love,0
3270,k i yan jiu liao sat we can go bugi vill one frm to den hop to parco nb sun can go cine frm to den hop to orc mrt hip hop at,0
3271,bloomberg messag center whi wait appli for your futur http career bloomberg com,1
3272,i am seek a ladi in the street and a freak in the sheet is that you,0
